2019-04-07 21:11:35,195  INFO [main] Guru99 Bank:35 - Clicked on: [[ChromeDriver: chrome on XP (46e45dc1be3764d8fc11aa3627b63706)] -> xpath: //input[contains(@name,'res')]]
2019-04-07 21:11:35,218  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:35,236  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:35,243  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:35,258  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:35,266  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:35,281  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:35,293  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:35,314  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:35,329  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:35,354  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:35,365  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:35,382  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:35,392  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:35,409  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:35,427  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:35,449  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:35,459  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:35,480  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:35,495  INFO [main] Guru99 Bank:52 - verifyResetNewCustomerForm Passed
2019-04-07 21:11:35,496  INFO [main] Guru99 Bank:202 - **********  Ending verifyResetNewCustomerForm ********** 
2019-04-07 21:11:35,497  INFO [main] Guru99 Bank:105 - Closing browser
2019-04-07 21:11:41,657 DEBUG [Finalizer] PoolingHttpClientConnectionManager:408 - Connection manager is shutting down
2019-04-07 21:11:41,658 DEBUG [Finalizer] PoolingHttpClientConnectionManager:414 - Connection manager shut down
2019-04-07 21:11:41,658 DEBUG [Finalizer] PoolingHttpClientConnectionManager:408 - Connection manager is shutting down
2019-04-07 21:11:41,659 DEBUG [Finalizer] PoolingHttpClientConnectionManager:414 - Connection manager shut down
2019-04-07 21:11:48,071  INFO [main] Guru99 Bank:81 - Opening browser
2019-04-07 21:11:48,072  INFO [main] Guru99 Bank:15 - Before navigating to: 'http://www.demo.guru99.com/V4/'
2019-04-07 21:11:52,741  INFO [main] Guru99 Bank:19 - Navigated to:'http://www.demo.guru99.com/V4/'
2019-04-07 21:11:52,749  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@type='text'][@name='uid']
2019-04-07 21:11:53,150  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@type='text'][@name='uid']
2019-04-07 21:11:53,757  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='password']
2019-04-07 21:11:53,785  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='password']
2019-04-07 21:11:54,030  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='btnLogin']
2019-04-07 21:11:54,061  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='btnLogin']
2019-04-07 21:11:54,073  INFO [main] Guru99 Bank:31 - Trying to click on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //input[@name='btnLogin']]
2019-04-07 21:11:59,083  INFO [main] Guru99 Bank:35 - Clicked on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //input[@name='btnLogin']]
2019-04-07 21:12:02,954  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //a[contains(.,'New Customer')]
2019-04-07 21:12:02,997  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //a[contains(.,'New Customer')]
2019-04-07 21:12:03,008  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //a[contains(.,'New Customer')]
2019-04-07 21:12:03,034  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //a[contains(.,'New Customer')]
2019-04-07 21:12:03,035  INFO [main] Guru99 Bank:31 - Trying to click on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //a[contains(.,'New Customer')]]
2019-04-07 21:12:08,552  INFO [main] Guru99 Bank:35 - Clicked on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //a[contains(.,'New Customer')]]
2019-04-07 21:12:10,890  INFO [main] Guru99 Bank:198 - **********  Starting verifyAddCustomer ********** 
2019-04-07 21:12:10,891  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:10,921  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:10,975  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:10,993  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:11,022  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:11,065  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:12:11,407  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@value='m']
2019-04-07 21:12:11,435  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@value='m']
2019-04-07 21:12:11,435  INFO [main] Guru99 Bank:31 - Trying to click on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //input[@value='m']]
2019-04-07 21:12:11,541  INFO [main] Guru99 Bank:35 - Clicked on: [[ChromeDriver: chrome on XP (4628d99ff62588983e2aa33506d30ea6)] -> xpath: //input[@value='m']]
2019-04-07 21:12:11,542  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:11,590  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:11,654  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:11,677  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:11,697  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:11,768  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:12:12,172  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:12:12,238  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:12:12,307  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:12:12,328  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:12:12,347  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
